lv1,lv2,lv3,lv4,lv5,lv6,id
,,,,Sonstige Motorenantriebe,,78193
,,,Pneumatikzylinder,,,181728
,,Anzeigelampen & Signalgeber,,,,181793
,,,Anzeigelampen & Komponenten,,,181794
,,,,Anzeigelampen,,73129
,,,,Kabel für Anzeigelampen,,181795
,,,,Lampenfassungen für Anzeigen,,181798
,,,,Linsen- & Lampenfassungskombi,,181797
,,,,Linsen für Anzeigelampen,,181796
,,,Signalgeber & Komponenten,,,181799
,,,,Kabel für Signalgeber,,181801
,,,,Leuchtmelder,,181800
,,,,Lampen für Signalgeber,,181802
,,,,Lampenfassungen für Signalgeber,,181803
,,,,Leucht- & Akustikkombinationen,,181805
,,,,Linsen für Signalgeber,,181804
,,,,Signalsäulen,,181806
,,,,Sirenen,,181807
,,,,Signalgeberzubehör,,181808
,,,,Sonstige Signalgeber,,181809
,,Elektromotoren,,,,181730
,,,Getriebemotoren,,,65452
,,,Schrittmotoren,,,9723
,,,Servomotoren,,,124603
,,,Spezialmotoren,,,181731
,,,Universalmotoren,,,181732
,,,Vibrationsmotoren,,,181733
,,,Elektromotorenteile & -zubehör,,,181734
,,,Sonstige Elektromotoren,,,181735
,,Industrielle Roboterarme,,,,50924
,,Linearführungen,,,,181736
,,,Kugelgewindetriebe,,,181739
,,,Lagerböcke & Halterungen,,,181737
,,,Längenmessgeräte,,,181742
,,,Lineareinheiten,,,55826
,,,"Schlitten, Schienen & Wagen",,,183548
,,,Steuerung für Lineareinheiten,,,181740
,,,Linearlager & Buchsen,,,181741
,,,Schienen- & Wellenhalterungen,,,181743
,,,XY- & Rotationstische,,,181746
,,,Sonstige Linearführungen,,,181747
,,Mechanische Antriebstechnik,,,,181748
,,,Bremsen,,,181758
,,,,Elektrische/Magnetische,,181759
,,,,Hydraulische & Pneumatische,,181760
,,,Dichtungen & O-Ringe,,,181780
,,,Getriebe & Drehzahlminderer,,,181772
,,,Ketten & Kettenräder,,,181761
,,,,Kettenräder,,181763
,,,,Rollenketten,,181762
,,,,Kettenspanner,,181764
,,,Kraftübertragungswellen,,,181779
,,,Kupplungen & Anschlüsse,,,181768
,,,,Flexible Kupplungen,,181770
,,,,Starre Kupplungen,,181769
,,,,Universal-Anschlüsse,,181771
,,,Kupplungseinheiten,,,181765
,,,,Elektrische/Magnetische,,181766
,,,,Hydraulische & Pneumatische,,181767
,,,Lager & Buchsen,,,181749
,,,,Buchsen & Gleitlager,,181751
,,,,Drucklager,,181754
,,,,Kugel- & Rollenlager,,181750
,,,,Kurvenrollen,,181752
,,,,Montierte Lager & Gehäuse,,181753
,,,Riemen & Scheiben,,,181755
,,,,Antriebsriemen,,181756
,,,,Rollen & Scheiben,,181757
,,,Wellen- & Klemmringe,,,181782
,,,Wellenadapter & Reduzierhülsen,,,181781
,,,Zahnräder & Zahnstangen,,,181773
,,,,Kegelräder,,181774
,,,,Schneckenräder,,181778
,,,,Schrägstirnräder,,181776
,,,,Stirnräder,,181777
,,,,Zahnstangen,,181775
,,,Sonstige Antriebstechnik,,,181783
,,"Schütze, Relais & Motorstarter",,,,181678
,,,Motorstarter,,,181698
,,,,Direktstarter (DOL),,181700
,,,,Drehzahlstarter,,181701
,,,,Manueller Starter,,181707
,,,,Softstarter,,181702
,,,,Starterkombinationen,,181699
,,,,Starterhalterungen & -gehäuse,,181704
,,,,Starterteile & -zubehör,,181705
,,,,Sonstige Motorstarter,,181706
,,,Relais,,,181686
,,,,Haftrelais,,181687
,,,,Halbleiterrelais,,181695
,,,,Reed-Relais,,181692
,,,,Relaismodule & -karten,,181693
,,,,Relaissockel,,181694
,,,,Sicherheitsrelais,,65464
,,,,Steckrelais,,181691
,,,,Steuerungsrelais,,181688
,,,,Überlastrelais,,36829
,,,,Überstromschutzrelais,,181690
,,,,Universalrelais,,36328
,,,,Zeitrelais,,181696
,,,,Relaisteile & -zubehör,,181697
,,,Schütze,,,181679
,,,,Beleuchtungsschütze,,181683
,,,,Hilfskontakte & Blöcke,,181684
,,,,IEC- & NEMA-Schütze (AC),,181680
,,,,IEC- & NEMA-Schütze (DC),,181681
,,,,Spezialschütze,,181682
,,,,Sonstige Schütze & Zubehör,,181685
,,Sensoren,,,,181784
,,,Beschleunigungssensoren,,,181785
,,,Drehgeber,,,65455
,,,Drucksensoren,,,65456
,,,Füllstandssensoren,,,65458
,,,Hall-Effekt-Sensor Dioden,,,181787
,,,LWL-Sensoren,,,181786
,,,Näherungssensoren,,,65459
,,,PIR-Bewegungsmelder,,,181788
,,,Temperatur-& Feuchtigkeitssensoren,,,65460
,,,Ultraschallsensoren,,,181791
,,,Vibrationssensoren,,,181792
,,,Sensorenhalterungen,,,181790
,,,Sonstige Sensoren,,,57520
,,Steuersysteme & SPS,,,,57516
,,,SPS-Prozessoren,,,181708
,,,Bediengeräte & Interfaces,,,181709
,,,SPS-Kabel,,,181710
,,,SPS-Gehäuse,,,181711
,,,SPS-Software,,,181712
,,,SPS-Peripheriemodule,,,181713
,,,,SPS-Datenerfassungsmodule,,181716
,,,,SPS-Ein-/Ausgangsmodule,,181714
,,,,SPS-Ethernet & Kommunikation,,181717
,,,,SPS-Netzteile,,181720
,,,,SPS-Positionierungsmodule,,181719
,,,,SPS-Redundanzmodule,,181721
,,,,SPS-Servosteuerungsmodule,,181722
,,,,SPS-Speichermodule,,181718
,,,,SPS-Themperaturmodule,,181723
,,,,SPS-Timermodule,,181724
,,,,SPS-Zähler,,181715
,,,,Sonstige SPS-Peripheriemodule,,181725
,,Sonstiges Automations Equipment,,,,36802
,Befestigungsteile & Eisenwaren,,,,,183900
,,Schrauben,,,,26217
,,Muttern,,,,183905
,,,Hutmuttern,,,183906
,,,Kronen- & Schlitzmuttern,,,183907
,,,Sechskantmuttern,,,183908
,,,Kombischrauben,,,183909
,,,Vierkantmuttern,,,183910
,,,T-Muttern,,,183911
,,,Flügelmuttern,,,183912
,,Unterlegscheiben,,,,42904
,,Dübel & Anker,,,,183914
,,,Rigipsdübel,,,183915
,,,Federbolzen,,,183917
,,,Klapp- & Spreizdübel,,,183918
,,,Bolzen- & Hülsenanker,,,183919
,,Nägel & Heftklammern,,,,183920
,,,Herkömmliche Nägel,,,183921
,,,Magazinierte Nägel,,,183922
,,,Tackerklammern,,,183923
,,Nieten,,,,183925
,,,Blindnieten,,,183926
,,,Spreiznieten,,,183927
,,,Vollnieten,,,183928
,,,Spaltnieten,,,183929
,,,Hohl- & Halbhohlnieten,,,183930
,,"Bolzen, Stifte & Splinte",,,,183931
,,,Steckbolzen,,,183932
,,,Sicherungs- & steckbolzen,,,183933
,,,Zylinderstifte,,,183934
,,,Federstecker & Splinte,,,183936
,,,Spannstifte,,,183937
,,,Klappsplinte,,,183938
,,,Kegelstifte,,,183939
,,Gewindestangen & -stifte,,,,183940
,,Abstandhalter & Distanzstücke,,,,183941
,,,Gewindedistanzstücke,,,183942
,,,Abstandshülsen,,,183943
,,,Distanzstanz- & Abstandshaltersets,,,183944
,,Gewindeeinsätze,,,,183945
,,Sicherungsringe,,,,183947
,,Eisenwaren-Druckfedern,,,,183948
,,Magnete,,,,119111
,,"Klemmen, Binder & Gummileinen",,,,183949
,,,Kabel- & Schlauchschellen,,,183950
,,,Kabelbinder,,,57007
,,,Gummispannseile & -leinen,,,109492
,,Platten & Winkel,,,,109490
,,Sonstige,,,,42905
,Elektronik & Messtechnik,,,,,92074
,,Elektroinstallation,,,,100182
,,,Gehäuse & Schaltschränke,,,181917
,,,,Anschlussdosen & Gehäuse,,42886
,,,,Schaltschränke,,55824
,,,,Anschlussdosenzubehör,,181919
,,,,Schaltschrankzubehör,,181918
,,,,Sonstige Gehäuse & Schränke,,181920
,,,Elektrische Steckdosen & Stecker,,,181926
,,,,Elektrische Steckdosen,,53112
,,,,Elektrische Stecker,,73135
,,,,Abdeckungen & Rahmen,,181927
,,,,Steckdosenzubehör,,181928
,,,Netzteile,,,181921
,,,,Schaltnetzteile,,181922
,,,,Unterbrechungsfreie N. (USV),,66995
,,,,USV-Batterien,,181923
,,,,Netzteilzubehör,,181924
,,,,Sonstige Netzteile,,181925
,,,Phase Converters,,,41952
,,,Stromzähler,,,66991
,,,Transformatoren,,,181929
,,,,LAN (Ethernet) Transformatoren,,181932
,,,,Ringkern-Transformatoren,,181936
,,,,Schaltnetzteil-Transformatoren,,181934
,,,,Tragbare Sicherheitstrafo,,181933
,,,,Spar- & Stelltransformatoren,,181930
,,,,Stromtransformatoren,,181931
,,,,Telekom- & Audio-Trafos,,181935
,,,,Transformatorteile & -zubehör,,181937
,,,,Sonstige Transformatoren,,181938
,,,Elektro-Bücher & -Anleitungen,,,100183
,,,Sonstige Elektroinstallation,,,100184
,,Elektronische Bauelemente,,,,182412
,,,Elektromechanische Magnete,,,181878
,,,Halbleiter & Aktive Elemente,,,36330
,,,,Dioden,,181891
,,,,,Brückengleichrichtermodule,181900
,,,,,DIACs,181892
,,,,,Kapazitätsdioden,181898
,,,,,Laserdiodenmodule,181901
,,,,,Photodioden,181893
,,,,,PIN-Dioden,181894
,,,,,Schottky-Dioden,181895
,,,,,Thyristoren,181896
,,,,,TVS-Suppressordioden,181897
,,,,,Zener-Dioden,181899
,,,,,Sonstige Dioden,181902
,,,,Integrierte Schaltungen (ICs),,181904
,,,,,Mikrocontroller & Programmierer,159680
,,,,,Optokoppler,181908
,,,,,Schnittstellen-ICs,181905
,,,,,Sensor-ICs,181907
,,,,,Stromversorgungs-ICs,181906
,,,,,Sonstige ICs,181909
,,,,Leistungsregler & Wandler,,117000
,,,,Platinen & Entwicklungskits,,65507
,,,,Signaltongeber & Lautsprecher,,58162
,,,,Transistoren,,4666
,,,,TRIACs,,181903
,,,,Sonstige Halbleiter & Aktive,,36332
,,,Kondensatoren,,,4662
,,,"LEDs, LCDs & Anzeigemodule",,,181879
,,,,Einzelne LEDs,,181880
,,,,LED-Anzeigemodule,,181882
,,,,,LED-Balkenanzeigen,181883
,,,,,LED-Punktmatrixanzeigen,181884
,,,,,LED-Segmentanzeigen,181885
,,,,LED-Arrays,,181881
,,,,LED-Zubehör,,181886
,,,,LCD-Anzeigemodule,,181887
,,,,LCD-Controller & Treiber,,181888
,,,,VFD-Fluoreszenzanzeigen,,181889
,,,,LCD- & VFD-Zubehör,,181890
,,,Passive Bauelemente,,,182415
,,,,Abgleichwiderstände,,181915
,,,,"Drosseln, Spulen & Filter",,7288
,,,,Leiterplatten Thermistoren,,181914
,,,,Potenziometer,,181913
,,,,Drehknöpfe für Potentiometer,,58163
,,,,Quarze & Oszillatoren,,7286
,,,,Regelwiderstände,,181916
,,,,Varistoren,,73144
,,,,Widerstände,,181912
,,,Präzisionspinzetten,,,181911
,,,Steckplatinen & Prototyping,,,36327
,,,Bauelemente-Bücher & -Anleitungen,,,41519
,,,Sonstige elektrische Bauelemente,,,4660
,,Mess- & Prüftechnik,,,,181939
,,,Analysatoren & Datenerfassung,,,181940
,,,,Datenerfassung & Datenlogger,,36314
,,,,,Datenerfassungsmodule,182006
,,,,,PCI-Datenerfassungskarten,182007
,,,,,Datenerfassungssysteme,182008
,,,,,Datenlogger,182009
,,,,,Rekorder & Plotter,25416
,,,,,GPIB-Schnittstellen & Adapter,182010
,,,,,Sonstige Datenerfassung,182011
,,,,Energiequalitäts-Analysatoren,,181944
,,,,Kabel- & Antennenanalysatoren,,181941
,,,,Kommunikationsdienst-Monitore,,181942
,,,,LAN/WAN-Protokollanalysatoren,,97146
,,,,Logikanalysatoren,,97231
,,,,Mobilfunk-Testgeräte,,97136
,,,,Netzwerkanalysatoren,,97658
,,,,Oszilloskope & Vektorskope,,104247
,,,,Parameteranalysatoren,,181945
,,,,Signal- und Spektrumanalyse,,97201
,,,,Verbrennungsanalysatoren,,181943
,,,,Analysatorteile & -zubehör,,181946
,,,,Sonstige Analysatoren,,181947
,,,Kameras & Bildgebung,,,181948
,,,,Endoskope,,181949
,,,,Glasfaser-Mikroskope,,181951
,,,,Kamera- & CCTV-Prüfgeräte,,183478
,,,,Infrarot & Thermografie,,181950
,,,,Bildgebungsteile & -zubehör,,181952
,,,,Sonstige Kameras & Bildgebung,,181953
,,,Leitungen & Sonden,,,181954
,,,,Einstechsonden,,181960
,,,,Hochfrequenzsonden,,181956
,,,,Hochspannungssonden,,181957
,,,,Logiksonden,,181958
,,,,Messleitungen für Multimeter,,181959
,,,,Stromsonden,,181955
,,,,Wandlersonden,,181961
,,,,Sonstige Leitungen & Sonden,,181962
,,,Messgeräte & Detektoren,,,181968
,,,,Digitale Tachometer,,181970
,,,,Einbaumessgeräte,,58278
,,,,EMF & Gaussmeter,,181972
,,,,Erdungsmessgeräte,,181971
,,,,Flüssigkeitsdurchflussmesser,,181979
,,,,Frequenzzähler,,181978
,,,,Gaswarngeräte,,50965
,,,,HF- & Mikrowellen-Meter,,181980
,,,,Kapazitäts- & ESR-Messgeräte,,73160
,,,,LCR-Meter & Impedanzmesser,,25421
,,,,Licht- & Lux-Messgeräte,,73162
,,,,Luftstrom- & Windmesser,,181969
,,,,LWL-Leistungsmesser,,181973
,,,,Manometer & Luftdruckmesser,,183484
,,,,Metalldetektoren,,14955
,,,,Metalldektektoren-Zubehör,,163824
,,,,Prüfgeräte & Reflektometrie,,181974
,,,,,Kabel- & Leitungssuchgeräte,181975
,,,,,OTDR,181977
,,,,,Visuelle Fehlersuchgeräte,181976
,,,,,Zeitbereichsreflektometrie,97142
,,,,Schallpegelmesser,,25423
,,,,Signalpegelmesser,,181981
,,,,Strahlungsdetektoren,,58289
,,,,Stromkreisprüfer & Multimeter,,50960
,,,,,Multimeter,58277
,,,,,Spannungsmessgeräte,182013
,,,,,Strommessgeräte,182014
,,,,,Widerstandsmessgeräte,182012
,,,,Thermometer & Hygrometer,,181982
,,,,,Hygrometer,181983
,,,,,Infrarot- & Laserthermometer,181984
,,,,,Temperatursonden,181986
,,,,,Thermoelement-Thermometer,181987
,,,,,Widerstandsthermometer,181985
,,,,,Sonstige Thermometer,181988
,,,,Ultraschallprüfgeräte,,181989
,,,,Vibrationsmessgeräte,,181990
,,,,Messgeräteteile & -zubehör,,181991
,,,,Sonstige Messgeräte,,4678
,,,NIM- & CAMAC-Systeme,,,183479
,,,,NIM- & CAMAC-Bins/-Crates,,183480
,,,,NIM- & CAMAC-Controller,,183481
,,,,NIM- & CAMAC-Module,,183482
,,,,Sonstige NIM- & CAMAC-Geräte,,183483
,,,PXI- & VXI-Systeme,,,181963
,,,,PXI- & VXI-Controller,,181965
,,,,PXI- & VXI-Karten & -Module,,181964
,,,,PXI- & VXI-Mainframe,,181966
,,,,Sonstige PXI- & VXI-Geräte,,181967
,,,Signalgeneratoren & -quellen,,,181992
,,,,Einstellbare Netzteile,,181993
,,,,Funktionsgeneratoren,,97196
,,,,HF- & Mikrowellen-Passfilter,,25403
,,,,HF- & Mikrowellenverstärker,,181995
,,,,HF-Signalgeneratoren,,181994
,,,,Pulsgeneratoren,,97197
,,,,Variable Dämpfungsglieder,,181996
,,,,Signalquellenteile & -zubehör,,181997
,,,,Sonstige Signalquellen,,97200
,,,Tester & Kalibratoren,,,181998
,,,,Kabeltester & -finder,,97139
,,,,Kalibratoren,,181999
,,,,,Druck-Kalibratoren,182000
,,,,,Prozess- & Strom-Kalibratoren,182001
,,,,,Temperatur-Kalibratoren,182002
,,,,,Sonstige Kalibratoren,25399
,,,,Prüfhandapparate für Entstörer,,97138
,,,,Röhrenprüfgeräte,,170062
,,,,Tonsonden & -Generatoren,,183486
,,,,Widerstandsdekaden,,183485
,,,,Testerteile & -zubehör,,182004
,,,,Sonstige Tester & Kalibratoren,,182005
,,,Messtechnik-Bücher & -Anleitungen,,,25409
,,,Messtechnikteile & -zubehör,,,36315
,,,,Messtechnik-Controller,,25400
,,,,Messtechnik-Hüllen,,73167
,,,,Messtechnik-Kabel,,182015
,,,,Messtechnik-Plug-Ins,,50966
,,,,Messtechnik-Software,,58284
,,,,Messtechnik-Leistungsverstärker,,182016
,,,,Messtechnik-Wellenleiter,,25425
,,,,Sonstige Messteile & Zubehör,,25414
,,,Sonstige Messtechnik,,,40004
,,Sicherungen & Schutzschalter,,,,181814
,,,Schutzschalter,,,181815
,,,,Fehlerstromschutz (RCD),,129085
,,,,Kompaktleistungsschalter (MCCB),,181819
,,,,Lasttrennschalter (LBS),,181817
,,,,Leitungsschutzschalter (LS),,181818
,,,,Offene Leistungsschalter (ACB),,181816
,,,,Vakuumschalter,,181820
,,,,Schutzschalterzubehör,,181821
,,,,Sonstige Schutzschalter,,181822
,,,Sicherungen,,,181823
,,,,Feinsicherungen,,129086
,,,,Neutralleiter-Verbindungen,,181826
,,,,Schmelzsicherungen,,181824
,,,,Sicherungen mit Flachkontakten,,129088
,,,,Sicherungen mit Innengewinde,,181825
,,,,Sicherungen mit Messerkontakten,,181827
,,,,Temperatursicherungen,,181829
,,,,Trennmesser,,181828
,,,,Sicherungssortimente,,181830
,,,,Sonstige Sicherungen,,181831
,,,Sicherungszubehör,,,181832
,,,,Sicherungsabdeckungen,,181841
,,,,Sicherungshalter & -blocks,,181833
,,,,,Sicherungsblocks,181834
,,,,,Sicherungshalter,181836
,,,,,Sicherungshalter-Clips,181835
,,,,Sicherungstester & -zieher,,181837
,,,,,Sicherungstester,181839
,,,,,Sicherungszieher,181838
,,,,,Tester- & Zieher-Kombination,181840
,,,,Montagezubehör für Sicherungen,,181842
,,,,Sonstiges Sicherungszubehör,,66994
,,"Stecker, Schalter & Kabel",,,,100016
,,,Kabel & Leitungen,,,73136
,,,,Einzeladerleitungen,,73139
,,,,Flachbandkabel,,129083
,,,,Glasfaserkabel,,65511
,,,,Koaxialkabel,,129139
,,,,Magnet-/Lackdrähte,,100180
,,,,Mehradrige Kabel,,73138
,,,,Sprungdrähte,,181811
,,,,Telekom-Kabel & -Leitungen,,100179
,,,,Widerstandsdrähte,,181810
,,,,Kabelwerkzeug & -zubehör,,66984
,,,,,Abisolier- & Crimpzangen,66987
,,,,,Abisoliermaschinen,181855
,,,,,Crimp-Stanzformen,66988
,,,,,Elektriker-Werkzeugsets,42889
,,,,,Kabelschneider,111613
,,,,,Kabelzangen,111614
,,,,,Kabelzieher,66986
,,,,,Rohrbieger,66985
,,,,,Spleißgeräte,181856
,,,,,Sonstiges elektrisches Werkzeug,66990
,,,,Kabelverschraubung & Fittings,,117489
,,,,,Kabelrohr-Fittings,117490
,,,,,Kabelschläuche,181844
,,,,,Kabelverschraubungen,42887
,,,,,Schleppkettenleitungen,181843
,,,,,Schrumpfschläuche,129138
,,,,Kabelklemm- & Steckmaterial,,181812
,,,,,Aderend- & Isolierhülsen,129135
,,,,,"Kabelbinder, -klemmen & -clips",65509
,,,,,Kabelkanäle,129136
,,,,,Kabelmuffen & Zugentlastungen,181813
,,,,Sonstige Kabel & Leitungen,,26213
,,,Schalter,,,181845
,,,,DIL- & SIL-Schalter,,181846
,,,,Drehschalter,,58168
,,,,Druckschalter,,111607
,,,,Drucktastschalter,,58166
,,,,Endschalter,,111606
,,,,Joystick- & Hebelschalter,,181847
,,,,Kippschalter,,26211
,,,,Mikroschalter,,129111
,,,,Neigungsschalter,,181852
,,,,Piezo- & Berührungsschalter,,181849
,,,,Schiebeschalter,,181851
,,,,Schlüsselschalter,,181848
,,,,Trennschalter,,66981
,,,,Wahlschalter,,181850
,,,,Wippschalter,,58167
,,,,Schalterhalterungen,,181853
,,,,Sonstige elektrische Schalter,,181854
,,,Steckverbinder,,,65512
,,,,Bananenstecker,,181861
,,,,Cinch-Steckverbinder,,181868
,,,,Crimpsteckverbinder,,73141
,,,,Dämpfungsglieder,,181859
,,,,D-Sub Steckverbinder,,129142
,,,,Flachstecker,,181858
,,,,HF- & Koax-Steckverbinder,,130493
,,,,IC-Sockel,,117488
,,,,IDC-Steckverbinder,,181866
,,,,Klemmblöcke,,48717
,,,,Klemmblockzubehör,,181870
,,,,,Klemmblock-Bausätze,181872
,,,,,Klemmblock-Jumpers,181874
,,,,,Klemmblock-Markierer,181873
,,,,,Stegklemmen,181871
,,,,Leiterplattensteckverbinder,,181860
,,,,LWL-Steckverbinder,,181857
,,,,Modulare/Rechteckige Stecker,,181867
,,,,Rundsteckverbinder,,129143
,,,,"SMA-, SMB-& SMC-Steckverbinder",,73170
,,,,Splitter,,73169
,,,,Steckverbinder-Adapter,,73166
,,,,Stecker für Thermoelemente,,181875
,,,,USB-Steckverbinder,,181876
,,,,Ventilsteckverbinder,,181869
,,,,Steckerwerkzeug & -zubehör,,181862
,,,,,Auszieh- & Einsetzwerkzeuge,181865
,,,,,Steckerbuchsen & -gehäuse,181863
,,,,,Steckverbinder-Werkzeugsets,181864
,,,,Sonstige Stecker & Zubehör,,181877
,,Wärmemanagement,,,,182017
,,,Heizgeräte,,,182018
,,,Hygro- & Thermostate,,,182019
,,,Kühlkörper,,,66946
,,,Kühlkörper- & Lüfter-Bausätze,,,182021
,,,Bauelemente-Lüfter,,,65489
,,,Peltierkühler,,,182022
,,,Wärmetauscher,,,182020
,,,Wärmemanagement-Montageprodukte,,,182023
,,,Sonstiges Wärmemanagement,,,182024
,,Sonstige Elektronik & Messtechnik,,,,92078
,,Großhandelsmengen,,,,52534
,"Agrar, Forst & Kommune",,,,,11748
,,Arbeitskleidung & -schutz,,,,57462
,,,Arbeitsschutzbedarf,,,57463
,,,Handschuhe,,,57464
,,,Kleidung,,,57465
,,,Schuhe & Stiefel,,,57467
,,,Sicherheitshelme,,,11904
,,,Sonstige,,,11750
,,"Ersatzteile, Teile & Zubehör",,,,123051
,,,Teile & Zubehör Anhänger,,,127840
,,,,Anhängerkupplungen,,127841
,,,,"Reifen, Schläuche & Felgen",,127842
,,,,Stützräder,,127843
,,,,Sonstige,,127844
,,,Teile & Zubehör Motorsägen,,,110671
,,,,Forsthelme,,127845
,,,,Führungsschienen,,123052
,,,,Kettenräder & Ritzel,,123053
,,,,Kettenschärfgeräte,,110670
,,,,Motorteile,,123055
,,,,Sägeketten,,131252
,,,,Schmier- & Kraftstoffkanister,,123054
,,,,Sonstige,,56558
,,,Teile & Zubehör Traktoren,,,57458
,,,,Anbaugeräte,,123082
,,,,,Forken & Gabeln,123084
,,,,,Frontlader,57459
,,,,,Fronthydraulik,123083
,,,,,Schaufeln,123085
,,,,,Sonstige,123086
,,,,"Antrieb, Motor & Getriebe",,123056
,,,,,Anlasser,123057
,,,,,Antriebs- & Gelenkwellen,123058
,,,,,Bremsscheiben & -zubehör,123059
,,,,,Dichtungen,123060
,,,,,Einspritzdüsen,123061
,,,,,Filter,123062
,,,,,Getriebe & Kupplungen,110677
,,,,,Glühkerzen,123063
,,,,,Keilriemen,123064
,,,,,"Kolben, Buchsen & Ringe",123065
,,,,,Kraftstoffförderpumpen,123066
,,,,,Lichtmaschinen,123067
,,,,,Motoren,123068
,,,,,Oberlenker,123069
,,,,,Ölpumpen,123070
,,,,,Thermostate,123071
,,,,,Unterlenker,123072
,,,,,Wasserpumpen,123073
,,,,,Zylinderköpfe & -Zubehör,68453
,,,,,Sonstige,36765
,,,,"Karosse, Fahrwerk & Elektrik",,123074
,,,,,Auspuffteile & Schalldämpfer,123075
,,,,,Bordinstrumente,123076
,,,,,Gasfedern,123077
,,,,,Karosserieteile,110678
,,,,,Lenkräder & Schalthebel,123078
,,,,,"Reifen, Schläuche & Felgen",36766
,,,,,Scheiben,123079
,,,,,Scheibenwischer & -motoren,123080
,,,,,Scheinwerfer & Leuchten,68454
,,,,,Schilder & Aufkleber,68450
,,,,,Sitze,57460
,,,,,Spiegel,123081
,,,,,Sonstige,110679
,,,,Schilder & Aufkleber,,131196
,,,,Sonstige,,131197
,,,Teile & Zubehör Landtechnik,,,123087
,,,,Abstreifer,,123088
,,,,Eggenscheiben & -zinken,,123089
,,,,"Fräs-, Häcksel- & Sichelmesser",,123090
,,,,Frontladerzinken,,123091
,,,,Grubberscharen,,123092
,,,,"Hammerschlegel, Schlegelmesser",,123093
,,,,Kreiselmäherklingen,,123094
,,,,Packerscheiben,,123095
,,,,Rotorzinken,,123096
,,,,Sonstige,,115378
,,,Folien & Planen,,,47691
,,,"Gurte, Bänder & Ketten",,,96469
,,,Sonstige,,,47699
,,Forsttechnik,,,,40473
,,,Äxte & Beile,,,131194
,,,Forstseilwinden,,,46238
,,,Holzfeuchtemessgeräte,,,131195
,,,Holzspalter,,,40474
,,,Motorsägen,,,56559
,,,Sonstige,,,22403
,,Futtermittel,,,,113991
,,Gartenbau- & Kommunaltechnik,,,,47690
,,,Einachser,,,127846
,,,Feuerwehr- & THW-Technik,,,96471
,,,Häcksler,,,47693
,,,Heckenscheren,,,138934
,,,Laubsauger,,,138935
,,,Motorfräsen & -hacken,,,47692
,,,Motorsägen,,,136242
,,,Motorsensen,,,169090
,,,Motorsensen-Zubehör,,,169105
,,,Rasenmäher,,,47694
,,,Räum- & Streugeräte,,,22405
,,,Vertikutierer,,,138936
,,,Sonstige,,,22404
,,Hof- & Viehtechnik,,,,29093
,,,Beregnung & Bewässerung,,,29073
,,,Fütterungs- & Aufzuchttechnik,,,29100
,,,Fördertechnik,,,29078
,,,Melk- & Kühltechnik,,,29088
,,,Silotechnik,,,29087
,,,Zäune & Pfähle,,,78635
,,,,Weidezäune & Pfähle,,78636
,,,,Weidezaungeräte,,29091
,,,,Sonstige,,78637
,,,Ersatzteile & Zubehör,,,45685
,,,Sonstige,,,29085
,,Landtechnik & Traktoren,,,,26186
,,,Anhänger & Kipper,,,22399
,,,Bodenbearbeitungstechnik,,,48321
,,,,Eggen,,48322
,,,,Grubber,,115377
,,,,Pflüge,,29074
,,,,Walzen & Packer,,48323
,,,,Sonstige,,26192
,,,Ernte- & Grünlandtechnik,,,36759
,,,,Ballenpressen,,36770
,,,,Feldhäcksler,,29089
,,,,Kartoffel- & Rübenvollernter,,36771
,,,,Lade- & Silierwagen,,36772
,,,,Mähdrescher,,22400
,,,,Mähwerke,,29080
,,,,Schwader & Wender,,115375
,,,,Sonstige,,36762
,,,Pflanzenschutz- & Düngetechnik,,,47700
,,,,Düngerstreuer,,36760
,,,,Gülle- & Dungstreuer,,29090
,,,,Pflanzenschutzgeräte,,40472
,,,,Sonstige,,45684
,,,Sä- & Pflanztechnik,,,48324
,,,,Drill- & Sämaschinen,,22406
,,,,Sonstige,,36761
,,,Traktoren & Schlepper,,,29094
,,,Sonstige,,,123097
,,Literatur & Videos,,,,29081
,,,Anleitungen & Handbücher,,,127811
,,,Kataloge & Prospekte,,,127824
,,,Videos,,,65405
,,,Sonstige,,,36763
,,Pflanz- & Saatgut,,,,169118
,,,Jungpflanzen,,,169119
,,,Saatgut,,,169120
,,,Sonstige,,,56542
,,Spezial-Landwirtschaft,,,,123098
,,,Fischwirtschaft,,,169121
,,,,"Kanister, Eimer & Gefäße",,169122
,,,,Netze,,169123
,,,,Räucheröfen,,169124
,,,,Schnüre & Seile,,169125
,,,,Sonstige,,22402
,,,Imkerei,,,169130
,,,,Abfüllmaschinen,,169131
,,,,Gläser,,169132
,,,,Honig,,169133
,,,,Honigschleuder,,169134
,,,,Imkerbekleidung,,169135
,,,,Kästen & Zubehör,,169136
,,,,Smoker,,169137
,,,,Wachsprodukte,,169138
,,,,Zeitschriften & Bücher,,169139
,,,,Sonstige,,22407
,,,Obstbau,,,169126
,,,,Destillen,,169127
,,,,Obstpressen & Muser,,169128
,,,,Pumpen & Fässer,,169129
,,,,Sonstige,,145438
,,,Weinbau,,,83456
,,,,Flaschen & Verschlüsse,,91034
,,,,Glasballons & Gärzubehör,,83457
,,,,Kellereimaschinen,,83458
,,,,Sprüh- & Erntetechnik,,83460
,,,,"Tanks, Fässer & Kanister",,83461
,,,,Thermo- & Refraktometer,,83459
,,,,Traubenwagen & Bütten,,83462
,,,,Sonstige,,29077
,,,Sonstige,,,123101
